minDistance,,,minDistance2,,
array size,nanoseconds,operations1,array size,nanoseconds,operations2
8848,267665481,78287104,8848,147196007,39139128
8849,266574531,78304801,8849,148889265,39147976
8850,265937675,78322500,8850,148383076,39156825
8851,266065963,78340201,8851,147426897,39165675
8852,267074010,78357904,8852,147489625,39174526
8853,266956452,78375609,8853,147633112,39183378
8854,270115735,78393316,8854,147390227,39192231
8855,275800597,78411025,8855,160615216,39201085
8856,266752093,78428736,8856,151365961,39209940
8857,266023232,78446449,8857,147651388,39218796
8858,272620097,78464164,8858,149121374,39227653
8859,275707718,78481881,8859,151818126,39236511
8860,272115235,78499600,8860,148876622,39245370
8861,282565281,78517321,8861,162310691,39254230
8862,269224215,78535044,8862,149770934,39263091
8863,269674308,78552769,8863,153200004,39271953
8864,268905588,78570496,8864,153182273,39280816
8865,271224207,78588225,8865,151247037,39289680
8866,269704235,78605956,8866,149235869,39298545
8867,271452810,78623689,8867,149312530,39307411
8868,269726161,78641424,8868,149986443,39316278
8869,272497030,78659161,8869,150090543,39325146
8870,269749189,78676900,8870,150765014,39334015
8871,271953254,78694641,8871,149173368,39342885
8872,269359144,78712384,8872,149281733,39351756
8873,277951557,78730129,8873,154378688,39360628
8874,270725031,78747876,8874,150245344,39369501
8875,270293197,78765625,8875,150426595,39378375
8876,270008517,78783376,8876,152860243,39387250
8877,269381581,78801129,8877,149314199,39396126
8878,270490968,78818884,8878,151518012,39405003
8879,270023269,78836641,8879,149467211,39413881
8880,272759275,78854400,8880,149891865,39422760
8881,270471023,78872161,8881,150159123,39431640
8882,271565477,78889924,8882,150658318,39440521
8883,270889399,78907689,8883,149543702,39449403
8884,273159596,78925456,8884,149759347,39458286
8885,271241302,78943225,8885,149664716,39467170
8886,272375339,78960996,8886,149632520,39476055
8887,270809896,78978769,8887,151256928,39484941
8888,274723834,78996544,8888,152516412,39493828
8889,272994021,79014321,8889,152333691,39502716
8890,273128536,79032100,8890,149886038,39511605
8891,271789547,79049881,8891,152241293,39520495
8892,271364331,79067664,8892,152879320,39529386
8893,273330067,79085449,8893,149966606,39538278
8894,274185863,79103236,8894,150846026,39547171
8895,276540533,79121025,8895,152319133,39556065
8896,273549246,79138816,8896,156830821,39564960
8897,273740489,79156609,8897,150300477,39573856
8898,271600362,79174404,8898,150291968,39582753
8899,276117803,79192201,8899,152568013,39591651
8900,271336084,79210000,8900,152262477,39600550
8901,282019067,79227801,8901,155666524,39609450
8902,274209101,79245604,8902,153462369,39618351
8903,271410635,79263409,8903,150725903,39627253
8904,273836755,79281216,8904,150596042,39636156
8905,272257994,79299025,8905,150618099,39645060
8906,278800802,79316836,8906,150348250,39653965
8907,272514062,79334649,8907,151019385,39662871
8908,274228684,79352464,8908,151407957,39671778
8909,271770169,79370281,8909,150800135,39680686
8910,278139328,79388100,8910,153388564,39689595
8911,275726062,79405921,8911,155562444,39698505
8912,275102445,79423744,8912,151906781,39707416
8913,272714850,79441569,8913,153844417,39716328
8914,271715804,79459396,8914,151271917,39725241
8915,274507648,79477225,8915,152009456,39734155
8916,271671685,79495056,8916,150447068,39743070
8917,274033060,79512889,8917,150492957,39751986
8918,273540473,79530724,8918,150803046,39760903
8919,274522139,79548561,8919,151467393,39769821
8920,272789882,79566400,8920,150806361,39778740
8921,278087155,79584241,8921,152114863,39787660
8922,273178075,79602084,8922,155705022,39796581
8923,273359706,79619929,8923,150875647,39805503
8924,273006891,79637776,8924,153618598,39814426
8925,273618795,79655625,8925,151074933,39823350
8926,274629783,79673476,8926,151201026,39832275
8927,273796331,79691329,8927,150950792,39841201
8928,275270525,79709184,8928,151949194,39850128
8929,274141155,79727041,8929,155647593,39859056
8930,282207810,79744900,8930,151426298,39867985
8931,274245861,79762761,8931,151398286,39876915
8932,275980481,79780624,8932,151356973,39885846
8933,274404653,79798489,8933,153994011,39894778
8934,274006541,79816356,8934,151297546,39903711
8935,272918442,79834225,8935,154978886,39912645
8936,273190355,79852096,8936,151912470,39921580
8937,275941088,79869969,8937,151570825,39930516
8938,274316183,79887844,8938,162177979,39939453
8939,311049440,79905721,8939,159131118,39948391
8940,323709103,79923600,8940,175738308,39957330
8941,278126244,79941481,8941,153184689,39966270
8942,277108710,79959364,8942,156144783,39975211
8943,281723747,79977249,8943,161205830,39984153
8944,281334450,79995136,8944,200788707,39993096
8945,277194140,80013025,8945,162897003,40002040
8946,277442961,80030916,8946,152255040,40010985
8947,274837259,80048809,8947,154721854,40019931
8948,289140213,80066704,8948,151876525,40028878
8949,277107800,80084601,8949,154332792,40037826
8950,281195605,80102500,8950,173647710,40046775
8951,336838792,80120401,8951,154110466,40055725
8952,285493691,80138304,8952,152242615,40064676
8953,279882968,80156209,8953,152725836,40073628
8954,287903475,80174116,8954,161688202,40082581
8955,276243123,80192025,8955,152449068,40091535
8956,275432939,80209936,8956,156039119,40100490
8957,281916615,80227849,8957,152250839,40109446
8958,275563300,80245764,8958,155801701,40118403
8959,276294042,80263681,8959,152526127,40127361
8960,276954186,80281600,8960,152964913,40136320
8961,276640765,80299521,8961,153357622,40145280
8962,277803024,80317444,8962,152916105,40154241
8963,274977890,80335369,8963,152609572,40163203
8964,276964264,80353296,8964,152363077,40172166
8965,275649493,80371225,8965,153487572,40181130
8966,275785014,80389156,8966,153287912,40190095
8967,274862413,80407089,8967,155812850,40199061
8968,277312878,80425024,8968,154213625,40208028
8969,278341800,80442961,8969,160332763,40216996
8970,275379178,80460900,8970,154913261,40225965
8971,288888883,80478841,8971,152405193,40234935
8972,275571723,80496784,8972,152657105,40243906
8973,281338091,80514729,8973,154714246,40252878
8974,279918899,80532676,8974,154473793,40261851
8975,281786567,80550625,8975,155071914,40270825
8976,279205873,80568576,8976,157565984,40279800
8977,278812683,80586529,8977,156612303,40288776
8978,282514328,80604484,8978,153159839,40297753
8979,277158886,80622441,8979,152957105,40306731
8980,278876972,80640400,8980,153218066,40315710
8981,276503952,80658361,8981,153105403,40324690
8982,278962366,80676324,8982,153266962,40333671
8983,276351534,80694289,8983,153505341,40342653
8984,281043375,80712256,8984,161786126,40351636
8985,282678064,80730225,8985,156751220,40360620
8986,277257564,80748196,8986,153250459,40369605
8987,276894626,80766169,8987,154973146,40378591
8988,277531876,80784144,8988,154571687,40387578
8989,284523588,80802121,8989,154857081,40396566
8990,276607220,80820100,8990,154401516,40405555
8991,281203826,80838081,8991,154148477,40414545
8992,276990715,80856064,8992,153665610,40423536
8993,279749485,80874049,8993,153491029,40432528
8994,277908487,80892036,8994,156280119,40441521
8995,277915286,80910025,8995,153806147,40450515
8996,280178908,80928016,8996,155910718,40459510
8997,277698117,80946009,8997,153696796,40468506
8998,282279649,80964004,8998,158989778,40477503
8999,280811563,80982001,8999,154348342,40486501
9000,279775070,81000000,9000,154807932,40495500
9001,280282679,81018001,9001,153898580,40504500
9002,283572989,81036004,9002,155669898,40513501
9003,283666885,81054009,9003,160720899,40522503
9004,280672355,81072016,9004,153793548,40531506
9005,278446133,81090025,9005,155640275,40540510
9006,277170950,81108036,9006,154524436,40549515
9007,279605803,81126049,9007,155994950,40558521
9008,280490230,81144064,9008,153661842,40567528
9009,281821198,81162081,9009,154335501,40576536
9010,278309844,81180100,9010,155239816,40585545
9011,280091301,81198121,9011,154230548,40594555
9012,284466233,81216144,9012,160199064,40603566
9013,277764744,81234169,9013,155465184,40612578
9014,278300771,81252196,9014,156485582,40621591
9015,279934207,81270225,9015,154645260,40630605
9016,281686158,81288256,9016,155708733,40639620
9017,279240162,81306289,9017,154221256,40648636
9018,280381288,81324324,9018,154612498,40657653
9019,278967782,81342361,9019,154655726,40666671
9020,280967016,81360400,9020,154406564,40675690
9021,278470354,81378441,9021,158259240,40684710
9022,278754018,81396484,9022,154886214,40693731
9023,279266951,81414529,9023,156201590,40702753
9024,279351762,81432576,9024,154397539,40711776
9025,283473039,81450625,9025,154527706,40720800
9026,280409923,81468676,9026,154468188,40729825
9027,281129277,81486729,9027,154715857,40738851
9028,279334590,81504784,9028,154684453,40747878
9029,281886660,81522841,9029,155433735,40756906
9030,282447881,81540900,9030,159275611,40765935
9031,281672068,81558961,9031,156179049,40774965
9032,284691434,81577024,9032,156626444,40783996
9033,280954030,81595089,9033,154664782,40793028
9034,282710024,81613156,9034,156839029,40802061
9035,283570733,81631225,9035,156795048,40811095
9036,285156795,81649296,9036,156667946,40820130
9037,282277369,81667369,9037,157215290,40829166
9038,279631575,81685444,9038,155123813,40838203
9039,279468812,81703521,9039,161707213,40847241
9040,285439465,81721600,9040,154877504,40856280
9041,281684417,81739681,9041,155800843,40865320
9042,280172632,81757764,9042,155065273,40874361
9043,281648069,81775849,9043,155572100,40883403
9044,282313757,81793936,9044,155105848,40892446
9045,281341931,81812025,9045,155839471,40901490
9046,280373772,81830116,9046,157416245,40910535
9047,279989996,81848209,9047,155462605,40919581
9048,280624416,81866304,9048,157830082,40928628
9049,280799847,81884401,9049,155166401,40937676
9050,282365412,81902500,9050,155548574,40946725
9051,280857444,81920601,9051,155559568,40955775
9052,282299382,81938704,9052,155391291,40964826
9053,284144788,81956809,9053,160539038,40973878
9054,281780255,81974916,9054,156040910,40982931
9055,280338274,81993025,9055,157455915,40991985
9056,280879530,82011136,9056,155187406,41001040
9057,282355185,82029249,9057,155867190,41010096
9058,280934702,82047364,9058,155520734,41019153
9059,282363098,82065481,9059,155623537,41028211
9060,281501499,82083600,9060,155699301,41037270
9061,281764038,82101721,9061,156471429,41046330
9062,282580453,82119844,9062,157062935,41055391
9063,281188194,82137969,9063,155594962,41064453
9064,281683972,82156096,9064,158821235,41073516
9065,282622904,82174225,9065,155899040,41082580
9066,283656742,82192356,9066,156080323,41091645
9067,281907737,82210489,9067,156927227,41100711
9068,283311468,82228624,9068,156344643,41109778
9069,282264419,82246761,9069,156458632,41118846
9070,282643924,82264900,9070,156706982,41127915
9071,282407492,82283041,9071,157833858,41136985
9072,281505698,82301184,9072,155872485,41146056
9073,281969227,82319329,9073,157967157,41155128
9074,281841219,82337476,9074,156612938,41164201
9075,284353876,82355625,9075,156350128,41173275
9076,282516335,82373776,9076,156350071,41182350
9077,282346884,82391929,9077,156827417,41191426
9078,282027562,82410084,9078,157016548,41200503
9079,283829750,82428241,9079,157421860,41209581
9080,281992677,82446400,9080,163987567,41218660
9081,290122524,82464561,9081,156239296,41227740
9082,285357514,82482724,9082,156363475,41236821
9083,282689064,82500889,9083,156645938,41245903
9084,284011510,82519056,9084,156695848,41254986
9085,282912031,82537225,9085,160041895,41264070
9086,284203836,82555396,9086,157112279,41273155
9087,284504357,82573569,9087,160004310,41282241
9088,285680067,82591744,9088,157750081,41291328
9089,283990810,82609921,9089,158987954,41300416
9090,285266648,82628100,9090,156767423,41309505
9091,287269594,82646281,9091,157845139,41318595
9092,283606091,82664464,9092,156881668,41327686
9093,286784808,82682649,9093,157721030,41336778
9094,290337838,82700836,9094,162499840,41345871
9095,282694251,82719025,9095,157386477,41354965
9096,283115489,82737216,9096,159588413,41364060
9097,283076323,82755409,9097,156736899,41373156
9098,286334484,82773604,9098,158497364,41382253
9099,284652364,82791801,9099,156590247,41391351
9100,287632440,82810000,9100,159684598,41400450
9101,287609144,82828201,9101,160878086,41409550
9102,285574399,82846404,9102,157091898,41418651
9103,284591829,82864609,9103,159536799,41427753
9104,283445205,82882816,9104,157904864,41436856
9105,287250020,82901025,9105,157831657,41445960
9106,284332980,82919236,9106,157405154,41455065
9107,293662661,82937449,9107,170124145,41464171
9108,284892777,82955664,9108,157088846,41473278
9109,284931645,82973881,9109,159323177,41482386
9110,298127778,82992100,9110,175309612,41491495
9111,284209100,83010321,9111,157609206,41500605
9112,285947460,83028544,9112,157838134,41509716
9113,283937733,83046769,9113,158122304,41518828
9114,284376723,83064996,9114,157934882,41527941
9115,285183349,83083225,9115,158120078,41537055
9116,284449758,83101456,9116,158731610,41546170
9117,286027375,83119689,9117,158823866,41555286
9118,285384377,83137924,9118,157690553,41564403
9119,285979718,83156161,9119,157625959,41573521
9120,284837065,83174400,9120,158016053,41582640
9121,286388519,83192641,9121,158646762,41591760
9122,284107481,83210884,9122,158511082,41600881
9123,285671687,83229129,9123,158344686,41610003
9124,285400269,83247376,9124,158393564,41619126
9125,285713424,83265625,9125,157524343,41628250
9126,285644787,83283876,9126,157697157,41637375
9127,285526584,83302129,9127,157891868,41646501
9128,285422260,83320384,9128,157746298,41655628
9129,285399473,83338641,9129,158063716,41664756
9130,285382525,83356900,9130,158964691,41673885
9131,284786128,83375161,9131,158534556,41683015
9132,285284095,83393424,9132,158809005,41692146
