minDistance,,,minDistance2,,
array size,nanoseconds,operations1,array size,nanoseconds,operations2
6104,126918694,37258816,6104,70024331,18626356
6105,126583272,37271025,6105,70112285,18632460
6106,126414886,37283236,6106,70993726,18638565
6107,126359995,37295449,6107,70623598,18644671
6108,126588643,37307664,6108,71280320,18650778
6109,127103028,37319881,6109,70134636,18656886
6110,126273548,37332100,6110,70444821,18662995
6111,127702057,37344321,6111,71070259,18669105
6112,126927424,37356544,6112,70144655,18675216
6113,127090282,37368769,6113,70194090,18681328
6114,127470813,37380996,6114,70199140,18687441
6115,126596419,37393225,6115,70398022,18693555
6116,126829121,37405456,6116,71019618,18699670
6117,126689241,37417689,6117,70258931,18705786
6118,126805438,37429924,6118,70270357,18711903
6119,129254810,37442161,6119,70302941,18718021
6120,126926555,37454400,6120,71040362,18724140
6121,126933556,37466641,6121,70996937,18730260
6122,127000670,37478884,6122,71861388,18736381
6123,127241408,37491129,6123,70448702,18742503
6124,128854424,37503376,6124,70467054,18748626
6125,126926733,37515625,6125,70565631,18754750
6126,127062661,37527876,6126,70882279,18760875
6127,128102026,37540129,6127,70448336,18767001
6128,127273516,37552384,6128,70562897,18773128
6129,129048393,37564641,6129,70597275,18779256
6130,127164708,37576900,6130,72374955,18785385
6131,127203050,37589161,6131,70823356,18791515
6132,128144057,37601424,6132,70613832,18797646
6133,128419634,37613689,6133,70606829,18803778
6134,128932546,37625956,6134,70700231,18809911
6135,128493061,37638225,6135,72834828,18816045
6136,127520486,37650496,6136,70928661,18822180
6137,128714481,37662769,6137,70731805,18828316
6138,128566496,37675044,6138,70720712,18834453
6139,130934791,37687321,6139,70830440,18840591
6140,127584036,37699600,6140,71065537,18846730
6141,128256272,37711881,6141,71119788,18852870
6142,128785688,37724164,6142,70845101,18859011
6143,128406169,37736449,6143,71300511,18865153
6144,129670593,37748736,6144,70952831,18871296
6145,127843690,37761025,6145,71026415,18877440
6146,128851043,37773316,6146,71199146,18883585
6147,128615237,37785609,6147,70956683,18889731
6148,128080907,37797904,6148,70953931,18895878
6149,128948934,37810201,6149,71113422,18902026
6150,128886523,37822500,6150,71309373,18908175
6151,128610754,37834801,6151,71228479,18914325
6152,129015119,37847104,6152,71027657,18920476
6153,129778236,37859409,6153,71124682,18926628
6154,129340805,37871716,6154,71182003,18932781
6155,128551789,37884025,6155,71160486,18938935
6156,128273243,37896336,6156,71437517,18945090
6157,129446184,37908649,6157,72631953,18951246
6158,128488602,37920964,6158,71211285,18957403
6159,129491288,37933281,6159,71335115,18963561
6160,131242388,37945600,6160,71328128,18969720
6161,128726090,37957921,6161,71499257,18975880
6162,129616979,37970244,6162,71264613,18982041
6163,132163233,37982569,6163,71563894,18988203
6164,129514357,37994896,6164,71354701,18994366
6165,128670741,38007225,6165,71466707,19000530
6166,128738560,38019556,6166,71706150,19006695
6167,129567351,38031889,6167,71395806,19012861
6168,128998039,38044224,6168,71417529,19019028
6169,129837352,38056561,6169,71446290,19025196
6170,131157098,38068900,6170,71536452,19031365
6171,129244106,38081241,6171,71936499,19037535
6172,129473816,38093584,6172,74263008,19043706
6173,133548761,38105929,6173,74515130,19049878
6174,134972284,38118276,6174,71975823,19056051
6175,129110487,38130625,6175,71713847,19062225
6176,129271762,38142976,6176,72862712,19068400
6177,129163856,38155329,6177,71693316,19074576
6178,129381486,38167684,6178,71887297,19080753
6179,130127417,38180041,6179,71723413,19086931
6180,132130664,38192400,6180,71768797,19093110
6181,129474403,38204761,6181,72483755,19099290
6182,131063048,38217124,6182,72970673,19105471
6183,129426502,38229489,6183,73706910,19111653
6184,130186632,38241856,6184,71835075,19117836
6185,132376834,38254225,6185,72105129,19124020
6186,130010094,38266596,6186,72596500,19130205
6187,132499198,38278969,6187,72010986,19136391
6188,129656274,38291344,6188,74139433,19142578
6189,130621568,38303721,6189,74481812,19148766
6190,130329892,38316100,6190,71935077,19154955
6191,129909137,38328481,6191,72710753,19161145
6192,132639086,38340864,6192,72512303,19167336
6193,129897893,38353249,6193,72504576,19173528
6194,130632378,38365636,6194,72095501,19179721
6195,130099072,38378025,6195,72079762,19185915
6196,130821989,38390416,6196,72205353,19192110
6197,129920830,38402809,6197,73336896,19198306
6198,129997769,38415204,6198,72341452,19204503
6199,130827674,38427601,6199,72181423,19210701
6200,130348947,38440000,6200,72168530,19216900
6201,130835071,38452401,6201,72242720,19223100
6202,130559827,38464804,6202,73565134,19229301
6203,130434406,38477209,6203,72709699,19235503
6204,131138794,38489616,6204,72321756,19241706
6205,130467786,38502025,6205,72308671,19247910
6206,131458269,38514436,6206,72338886,19254115
6207,130381808,38526849,6207,72624416,19260321
6208,132056773,38539264,6208,73154589,19266528
6209,130536699,38551681,6209,72474409,19272736
6210,130738081,38564100,6210,72564615,19278945
6211,131421700,38576521,6211,73931885,19285155
6212,130757453,38588944,6212,72553530,19291366
6213,131429490,38601369,6213,73280632,19297578
6214,130745927,38613796,6214,72591173,19303791
6215,130858695,38626225,6215,73266160,19310005
6216,131426236,38638656,6216,72583929,19316220
6217,130962686,38651089,6217,72556360,19322436
6218,131054629,38663524,6218,73415989,19328653
6219,131795776,38675961,6219,74602038,19334871
6220,131283157,38688400,6220,72893853,19341090
6221,131579635,38700841,6221,73765978,19347310
6222,133197032,38713284,6222,72685798,19353531
6223,131967471,38725729,6223,72845801,19359753
6224,133789733,38738176,6224,73168400,19365976
6225,131590323,38750625,6225,72963873,19372200
6226,131657126,38763076,6226,72732289,19378425
6227,131397443,38775529,6227,72904597,19384651
6228,132416382,38787984,6228,72873447,19390878
6229,132707257,38800441,6229,72909454,19397106
6230,132486863,38812900,6230,73649910,19403335
6231,131360599,38825361,6231,72894814,19409565
6232,131900955,38837824,6232,73122039,19415796
6233,132348339,38850289,6233,73077931,19422028
6234,134529909,38862756,6234,73154986,19428261
6235,132037508,38875225,6235,73790101,19434495
6236,131586748,38887696,6236,73428556,19440730
6237,132090949,38900169,6237,73587909,19446966
6238,133359701,38912644,6238,73283215,19453203
6239,132177280,38925121,6239,73108351,19459441
6240,132711345,38937600,6240,73717367,19465680
6241,132992582,38950081,6241,73787070,19471920
6242,132225679,38962564,6242,73757716,19478161
6243,132641647,38975049,6243,74960258,19484403
6244,132131589,38987536,6244,73219074,19490646
6245,133108123,39000025,6245,73277080,19496890
6246,132554254,39012516,6246,74808056,19503135
6247,132305336,39025009,6247,74865169,19509381
6248,132184272,39037504,6248,73352969,19515628
6249,134953172,39050001,6249,73565272,19521876
6250,133454440,39062500,6250,73360666,19528125
6251,132340247,39075001,6251,73403015,19534375
6252,132544452,39087504,6252,74157811,19540626
6253,132666227,39100009,6253,73553155,19546878
6254,132398454,39112516,6254,73672535,19553131
6255,133229517,39125025,6255,73462459,19559385
6256,132822667,39137536,6256,73529937,19565640
6257,133271295,39150049,6257,73598619,19571896
6258,132576443,39162564,6258,73914434,19578153
6259,132710541,39175081,6259,74493660,19584411
6260,132734279,39187600,6260,76540381,19590670
6261,137895258,39200121,6261,76460093,19596930
6262,136939760,39212644,6262,73699485,19603191
6263,133333458,39225169,6263,73646748,19609453
6264,133564361,39237696,6264,74946973,19615716
6265,132822804,39250225,6265,73885250,19621980
6266,132986655,39262756,6266,73949727,19628245
6267,134146608,39275289,6267,76671966,19634511
6268,133206391,39287824,6268,73743511,19640778
6269,134036396,39300361,6269,73864364,19647046
6270,134640582,39312900,6270,76332644,19653315
6271,133266553,39325441,6271,74525418,19659585
6272,133209542,39337984,6272,73928243,19665856
6273,133266432,39350529,6273,77245174,19672128
6274,134201406,39363076,6274,73929516,19678401
6275,133484396,39375625,6275,74028599,19684675
6276,135762488,39388176,6276,74782935,19690950
6277,133358684,39400729,6277,74176031,19697226
6278,133507344,39413284,6278,74422935,19703503
6279,134271048,39425841,6279,74027649,19709781
6280,133638819,39438400,6280,74074591,19716060
6281,134554096,39450961,6281,74148234,19722340
6282,133715602,39463524,6282,74231232,19728621
6283,133936416,39476089,6283,74913030,19734903
6284,133710214,39488656,6284,74437679,19741186
6285,133879643,39501225,6285,74371265,19747470
6286,135814024,39513796,6286,74528059,19753755
6287,134011547,39526369,6287,74407503,19760041
6288,134123029,39538944,6288,75044747,19766328
6289,133860021,39551521,6289,76004706,19772616
6290,134644923,39564100,6290,74638565,19778905
6291,134790954,39576681,6291,75815290,19785195
6292,134124438,39589264,6292,74424687,19791486
6293,135039377,39601849,6293,74405348,19797778
6294,134218136,39614436,6294,74433416,19804071
6295,134337523,39627025,6295,75164454,19810365
6296,134438330,39639616,6296,74600265,19816660
6297,134359779,39652209,6297,74738983,19822956
6298,135101010,39664804,6298,74632155,19829253
6299,136530460,39677401,6299,74726311,19835551
6300,134573808,39690000,6300,75432470,19841850
6301,134939017,39702601,6301,74773345,19848150
6302,134635397,39715204,6302,75049540,19854451
6303,135305919,39727809,6303,74668412,19860753
6304,134679570,39740416,6304,75627494,19867056
6305,135443384,39753025,6305,74751767,19873360
6306,134665232,39765636,6306,74952859,19879665
6307,134960042,39778249,6307,75473819,19885971
6308,134722174,39790864,6308,74981506,19892278
6309,134803329,39803481,6309,74960143,19898586
6310,135544430,39816100,6310,74872339,19904895
6311,134991790,39828721,6311,74918637,19911205
6312,135876963,39841344,6312,74982541,19917516
6313,135158164,39853969,6313,74936429,19923828
6314,137898865,39866596,6314,75606438,19930141
6315,135021241,39879225,6315,75082142,19936455
6316,135102259,39891856,6316,75185866,19942770
6317,135832514,39904489,6317,74946821,19949086
6318,138102631,39917124,6318,77252416,19955403
6319,139788781,39929761,6319,76927069,19961721
6320,135244334,39942400,6320,75112758,19968040
6321,135640207,39955041,6321,75145183,19974360
6322,136267033,39967684,6322,75089857,19980681
6323,135658727,39980329,6323,75344318,19987003
6324,136282160,39992976,6324,75158916,19993326
6325,137337737,40005625,6325,75199320,19999650
6326,135877481,40018276,6326,76050594,20005975
6327,135478243,40030929,6327,75303301,20012301
6328,135641980,40043584,6328,75329650,20018628
6329,136465525,40056241,6329,75272954,20024956
6330,135879731,40068900,6330,75418227,20031285
6331,136667701,40081561,6331,75378929,20037615
6332,135847257,40094224,6332,75388903,20043946
6333,135912253,40106889,6333,76377707,20050278
6334,135811122,40119556,6334,75581474,20056611
6335,135908034,40132225,6335,75699415,20062945
6336,136692899,40144896,6336,75983166,20069280
6337,136357376,40157569,6337,75462754,20075616
6338,137020260,40170244,6338,75520137,20081953
6339,136236111,40182921,6339,75513573,20088291
6340,137002969,40195600,6340,76499720,20094630
6341,138253939,40208281,6341,77888605,20100970
6342,137150358,40220964,6342,75794317,20107311
6343,136899922,40233649,6343,78060903,20113653
6344,136584539,40246336,6344,75635835,20119996
6345,137218372,40259025,6345,75779296,20126340
6346,136637554,40271716,6346,78602602,20132685
6347,141091639,40284409,6347,78756801,20139031
6348,136609690,40297104,6348,75734726,20145378
6349,136627753,40309801,6349,76102072,20151726
6350,137343534,40322500,6350,75784604,20158075
6351,136980282,40335201,6351,77577530,20164425
6352,137558915,40347904,6352,76099360,20170776
6353,136881887,40360609,6353,75857902,20177128
6354,137122047,40373316,6354,76667564,20183481
6355,136741003,40386025,6355,76078296,20189835
6356,141433102,40398736,6356,78395322,20196190
6357,141083383,40411449,6357,75931205,20202546
6358,137061963,40424164,6358,75968473,20208903
6359,138334882,40436881,6359,76041768,20215261
6360,137437895,40449600,6360,76121345,20221620
6361,137498767,40462321,6361,77232010,20227980
6362,137002099,40475044,6362,76027072,20234341
6363,137554557,40487769,6363,76277932,20240703
6364,137869158,40500496,6364,76089628,20247066
6365,137879084,40513225,6365,76299460,20253430
6366,138045149,40525956,6366,76204250,20259795
6367,140393476,40538689,6367,76188352,20266161
6368,137641137,40551424,6368,77007948,20272528
6369,137374942,40564161,6369,76603749,20278896
6370,137733723,40576900,6370,76447908,20285265
6371,138158326,40589641,6371,76508342,20291635
6372,141334143,40602384,6372,76301318,20298006
6373,138521794,40615129,6373,76379130,20304378
6374,138191115,40627876,6374,76309181,20310751
6375,137910256,40640625,6375,77139966,20317125
6376,138155095,40653376,6376,76503902,20323500
6377,137926487,40666129,6377,76988107,20329876
6378,138948638,40678884,6378,76439831,20336253
6379,138655622,40691641,6379,76609410,20342631
6380,138412862,40704400,6380,76493996,20349010
6381,138148440,40717161,6381,76524244,20355390
6382,138141996,40729924,6382,77323708,20361771
6383,139297794,40742689,6383,76812477,20368153
6384,138088954,40755456,6384,76688834,20374536
6385,138812933,40768225,6385,76613727,20380920
6386,138118994,40780996,6386,76838791,20387305
6387,139099200,40793769,6387,76659886,20393691
6388,138545708,40806544,6388,76632523,20400078
6389,138390817,40819321,6389,77760343,20406466
6390,138285488,40832100,6390,76757297,20412855
6391,138598685,40844881,6391,76822549,20419245
6392,139074749,40857664,6392,76761308,20425636
6393,138470321,40870449,6393,76968099,20432028
6394,139253389,40883236,6394,77074295,20438421
6395,138902134,40896025,6395,76930626,20444815
6396,138788308,40908816,6396,77719715,20451210
6397,138664165,40921609,6397,77080318,20457606
6398,138832448,40934404,6398,76938200,20464003
6399,139297451,40947201,6399,77014133,20470401
6400,138956711,40960000,6400,77123571,20476800
6401,139480068,40972801,6401,76981828,20483200
6402,141628149,40985604,6402,80142805,20489601
6403,144562072,40998409,6403,77893258,20496003
6404,139056465,41011216,6404,77117949,20502406
6405,139122036,41024025,6405,78378609,20508810
6406,139226635,41036836,6406,77258592,20515215
6407,141036704,41049649,6407,77381800,20521621
6408,141091464,41062464,6408,77233765,20528028
6409,140300425,41075281,6409,77480659,20534436
6410,140239421,41088100,6410,77279305,20540845
6411,139551113,41100921,6411,77257270,20547255
6412,139438040,41113744,6412,77965022,20553666
6413,140427634,41126569,6413,77386011,20560078
6414,139450476,41139396,6414,77713124,20566491
6415,140063233,41152225,6415,77340183,20572905
6416,139473156,41165056,6416,77522957,20579320
6417,140352264,41177889,6417,77363615,20585736
6418,141202071,41190724,6418,77558182,20592153
6419,139783461,41203561,6419,78239686,20598571
6420,139489544,41216400,6420,77541140,20604990
6421,139784500,41229241,6421,77478468,20611410
6422,140686472,41242084,6422,77620025,20617831
6423,139755524,41254929,6423,77760604,20624253
6424,140552141,41267776,6424,77543673,20630676
6425,139905695,41280625,6425,77593475,20637100
6426,140035670,41293476,6426,79152108,20643525
6427,140041811,41306329,6427,77836327,20649951
6428,140052079,41319184,6428,78907797,20656378
6429,140363170,41332041,6429,78883796,20662806
6430,144389574,41344900,6430,80437402,20669235
6431,142741641,41357761,6431,79760400,20675665
6432,140427591,41370624,6432,77948254,20682096
6433,142029820,41383489,6433,77738619,20688528
6434,143248914,41396356,6434,77807882,20694961
6435,140341349,41409225,6435,78568543,20701395
6436,140568588,41422096,6436,77991400,20707830
6437,141156029,41434969,6437,77942207,20714266
6438,141066964,41447844,6438,78655139,20720703
6439,140681304,41460721,6439,78103499,20727141
6440,143614111,41473600,6440,77980832,20733580
6441,140639606,41486481,6441,77926334,20740020
6442,141747935,41499364,6442,78058084,20746461
6443,140896688,41512249,6443,78008446,20752903
6444,140763674,41525136,6444,78928672,20759346
6445,140894093,41538025,6445,78270656,20765790
6446,141219529,41550916,6446,78128659,20772235
6447,141893891,41563809,6447,78254337,20778681
6448,141129487,41576704,6448,78316227,20785128
6449,142357957,41589601,6449,78441428,20791576
6450,141072964,41602500,6450,78152381,20798025
6451,141195119,41615401,6451,78866100,20804475
6452,141072729,41628304,6452,78247539,20810926
6453,142027066,41641209,6453,78915719,20817378
6454,141254672,41654116,6454,78492288,20823831
6455,141089476,41667025,6455,78513291,20830285
6456,141897872,41679936,6456,78336700,20836740
6457,141937877,41692849,6457,78526419,20843196
6458,142170354,41705764,6458,78347667,20849653
6459,141373697,41718681,6459,78307763,20856111
6460,141652247,41731600,6460,79159049,20862570
6461,141416877,41744521,6461,78456730,20869030
6462,141666768,41757444,6462,78814238,20875491
6463,142832063,41770369,6463,78508448,20881953
6464,141622275,41783296,6464,78691235,20888416
6465,145533149,41796225,6465,78535690,20894880
6466,141727068,41809156,6466,78694745,20901345
6467,142337197,41822089,6467,78596924,20907811
6468,141765421,41835024,6468,78820948,20914278
6469,144595949,41847961,6469,79444176,20920746
6470,141898911,41860900,6470,78810089,20927215
6471,141930986,41873841,6471,78704871,20933685
6472,142629342,41886784,6472,78926857,20940156
6473,141874468,41899729,6473,78935433,20946628
6474,142706774,41912676,6474,78700814,20953101
6475,142069960,41925625,6475,78826542,20959575
6476,144816142,41938576,6476,78978765,20966050
6477,142093443,41951529,6477,79331850,20972526
6478,142494954,41964484,6478,79683215,20979003
6479,144578326,41977441,6479,79113538,20985481
6480,142274171,41990400,6480,78891490,20991960
6481,143035352,42003361,6481,79004345,20998440
6482,142600177,42016324,6482,79151692,21004921
6483,144039611,42029289,6483,78981712,21011403
6484,142669238,42042256,6484,79224143,21017886
6485,143133948,42055225,6485,79142171,21024370
6486,142519260,42068196,6486,79088074,21030855
6487,142908073,42081169,6487,79937350,21037341
6488,142531738,42094144,6488,79473463,21043828
6489,142688406,42107121,6489,79139600,21050316
6490,143352376,42120100,6490,79286026,21056805
6491,142838197,42133081,6491,79401837,21063295
6492,143535219,42146064,6492,79172948,21069786
6493,143077563,42159049,6493,79348702,21076278
6494,143483709,42172036,6494,79320317,21082771
6495,143019603,42185025,6495,79241528,21089265
6496,147340544,42198016,6496,80158561,21095760
6497,147125553,42211009,6497,79504521,21102256
6498,147131473,42224004,6498,79307713,21108753
6499,147792472,42237001,6499,79536593,21115251
6500,147159418,42250000,6500,79543957,21121750
6501,147801693,42263001,6501,79429228,21128250
6502,147601146,42276004,6502,79621597,21134751
6503,147839654,42289009,6503,79403916,21141253
6504,153639269,42302016,6504,79611805,21147756
6505,154638315,42315025,6505,79589103,21154260
6506,190643104,42328036,6506,79783370,21160765
6507,191140338,42341049,6507,79565717,21167271
6508,153870769,42354064,6508,79766341,21173778
6509,165331926,42367081,6509,79617567,21180286
6510,192095120,42380100,6510,79812062,21186795
6511,192512487,42393121,6511,79859661,21193305
6512,154244710,42406144,6512,80006261,21199816
6513,199238276,42419169,6513,79748374,21206328
6514,190821182,42432196,6514,79845212,21212841
6515,165490842,42445225,6515,79917991,21219355
6516,154246706,42458256,6516,80006869,21225870
6517,154797950,42471289,6517,79802462,21232386
6518,155789142,42484324,6518,80031818,21238903
6519,155426446,42497361,6519,79829891,21245421
6520,151319366,42510400,6520,79981092,21251940
6521,151997109,42523441,6521,80066496,21258460
6522,152164110,42536484,6522,79915493,21264981
6523,151518326,42549529,6523,80765864,21271503
6524,151341118,42562576,6524,80016946,21278026
6525,152381332,42575625,6525,80707197,21284550
6526,151572959,42588676,6526,80293904,21291075
6527,152137320,42601729,6527,80103873,21297601
6528,145358130,42614784,6528,80095987,21304128
6529,144750141,42627841,6529,80398897,21310656
6530,145386262,42640900,6530,80352350,21317185
6531,144643084,42653961,6531,80277068,21323715
6532,145268807,42667024,6532,80347803,21330246
6533,146265780,42680089,6533,80355766,21336778
6534,144935589,42693156,6534,81003436,21343311
6535,145234575,42706225,6535,80418552,21349845
6536,145666663,42719296,6536,80929552,21356380
6537,144896998,42732369,6537,80358610,21362916
6538,145255683,42745444,6538,80409728,21369453
6539,145399465,42758521,6539,80701742,21375991
6540,144805298,42771600,6540,80570546,21382530
6541,145342910,42784681,6541,80378906,21389070
6542,145118820,42797764,6542,80613916,21395611
6543,145629476,42810849,6543,80537169,21402153
6544,146171432,42823936,6544,80469158,21408696
6545,145401271,42837025,6545,81975312,21415240
6546,149564653,42850116,6546,80509263,21421785
6547,145316982,42863209,6547,81145161,21428331
6548,145400450,42876304,6548,80875893,21434878
6549,145440239,42889401,6549,81636170,21441426
6550,146125225,42902500,6550,80719061,21447975
6551,145331016,42915601,6551,80813230,21454525
6552,146204105,42928704,6552,80736405,21461076
6553,147663747,42941809,6553,80854287,21467628
6554,146093406,42954916,6554,80774552,21474181
6555,145650491,42968025,6555,80966135,21480735
6556,146134932,42981136,6556,81470023,21487290
6557,147492917,42994249,6557,80807454,21493846
6558,146007355,43007364,6558,82313651,21500403
6559,146006103,43020481,6559,80887633,21506961
6560,145974401,43033600,6560,81011143,21513520
6561,146377530,43046721,6561,81240189,21520080
6562,145825090,43059844,6562,81323056,21526641
6563,147408227,43072969,6563,80935998,21533203
6564,146005398,43086096,6564,81143872,21539766
6565,146708143,43099225,6565,81013231,21546330
6566,146309663,43112356,6566,80994932,21552895
6567,146257075,43125489,6567,82086958,21559461
6568,146375477,43138624,6568,81106780,21566028
6569,146406460,43151761,6569,81655715,21572596
6570,146325702,43164900,6570,82240859,21579165
6571,146448123,43178041,6571,81788537,21585735
6572,147864650,43191184,6572,81295474,21592306
6573,146634090,43204329,6573,81594316,21598878
6574,147170648,43217476,6574,81418608,21605451
6575,146673530,43230625,6575,82837557,21612025
6576,147064084,43243776,6576,81358975,21618600
6577,146672911,43256929,6577,81235164,21625176
6578,146708481,43270084,6578,81990868,21631753
6579,147157099,43283241,6579,81357649,21638331
6580,146800667,43296400,6580,82919837,21644910
6581,146884637,43309561,6581,81506065,21651490
6582,146880332,43322724,6582,81482410,21658071
6583,147586165,43335889,6583,81771396,21664653
6584,146975256,43349056,6584,81454936,21671236
6585,147462991,43362225,6585,81554630,21677820
6586,147079054,43375396,6586,81666031,21684405
6587,147696303,43388569,6587,81552638,21690991
6588,148502589,43401744,6588,81691620,21697578
6589,147007644,43414921,6589,82594900,21704166
6590,147173104,43428100,6590,81632964,21710755
6591,147325846,43441281,6591,82505217,21717345
6592,147506915,43454464,6592,81876790,21723936
6593,147578864,43467649,6593,81688796,21730528
6594,147718517,43480836,6594,81907817,21737121
6595,147461743,43494025,6595,82259852,21743715
6596,150695640,43507216,6596,83370794,21750310
6597,147676103,43520409,6597,82195608,21756906
6598,149453001,43533604,6598,81846520,21763503
6599,147468194,43546801,6599,82062374,21770101
6600,149320884,43560000,6600,81842808,21776700
6601,148014562,43573201,6601,81975582,21783300
6602,147647180,43586404,6602,82917087,21789901
6603,147681932,43599609,6603,82097795,21796503
6604,147944717,43612816,6604,82917818,21803106
6605,147919519,43626025,6605,82050171,21809710
6606,148155087,43639236,6606,81968615,21816315
6607,148611735,43652449,6607,82070564,21822921
6608,148302041,43665664,6608,83594854,21829528
6609,149134443,43678881,6609,82882075,21836136
6610,148486589,43692100,6610,82331929,21842745
6611,149245783,43705321,6611,82174394,21849355
6612,148186306,43718544,6612,82376655,21855966
6613,148787066,43731769,6613,82701538,21862578
6614,149288088,43744996,6614,83008031,21869191
6615,148792538,43758225,6615,82978848,21875805
6616,148358036,43771456,6616,82346259,21882420
6617,148558090,43784689,6617,82996499,21889036
6618,148420340,43797924,6618,82251862,21895653
6619,148584672,43811161,6619,82358208,21902271
6620,149122977,43824400,6620,82663896,21908890
6621,148790401,43837641,6621,82505271,21915510
6622,149146258,43850884,6622,82602097,21922131
6623,148899404,43864129,6623,82528936,21928753
6624,149340761,43877376,6624,82629275,21935376
6625,148704157,43890625,6625,82720414,21942000
6626,149429251,43903876,6626,82512953,21948625
6627,148761565,43917129,6627,82708867,21955251
6628,148932150,43930384,6628,83065161,21961878
6629,149201150,43943641,6629,82827639,21968506
6630,149288163,43956900,6630,83272022,21975135
6631,150214548,43970161,6631,82589279,21981765
6632,149409501,43983424,6632,83211753,21988396
6633,149026200,43996689,6633,82765968,21995028
6634,149271015,44009956,6634,84637572,22001661
6635,149901978,44023225,6635,83044368,22008295
6636,149636701,44036496,6636,83465975,22014930
6637,149773865,44049769,6637,82841383,22021566
6638,149354276,44063044,6638,83024161,22028203
6639,149943247,44076321,6639,82806483,22034841
6640,149583026,44089600,6640,83131718,22041480
6641,150208154,44102881,6641,82896209,22048120
6642,149674195,44116164,6642,89258990,22054761
6643,150691412,44129449,6643,83739950,22061403
6644,149727169,44142736,6644,82998690,22068046
6645,149850940,44156025,6645,83739738,22074690
6646,149823589,44169316,6646,82986410,22081335
6647,149906598,44182609,6647,83603325,22087981
6648,149971912,44195904,6648,83037466,22094628
6649,150066685,44209201,6649,83079739,22101276
6650,150467185,44222500,6650,83206161,22107925
6651,149878549,44235801,6651,83231891,22114575
6652,150501544,44249104,6652,83762765,22121226
6653,150026892,44262409,6653,83317363,22127878
6654,150596110,44275716,6654,83255280,22134531
6655,150131797,44289025,6655,83415601,22141185
6656,150834314,44302336,6656,83292412,22147840
6657,150216075,44315649,6657,83386209,22154496
6658,150822021,44328964,6658,84213219,22161153
6659,150180384,44342281,6659,83297212,22167811
6660,150670351,44355600,6660,84005605,22174470
6661,150764950,44368921,6661,83855234,22181130
6662,151587992,44382244,6662,84136949,22187791
6663,150404143,44395569,6663,83504941,22194453
6664,150635234,44408896,6664,83552633,22201116
6665,151373694,44422225,6665,83670977,22207780
6666,150706637,44435556,6666,83461452,22214445
6667,151409766,44448889,6667,83594036,22221111
6668,150679597,44462224,6668,83612087,22227778
6669,151270490,44475561,6669,83894246,22234446
6670,150686651,44488900,6670,83855661,22241115
6671,151399243,44502241,6671,83784737,22247785
6672,151585784,44515584,6672,83882863,22254456
6673,151571108,44528929,6673,83739789,22261128
6674,151386813,44542276,6674,83847084,22267801
6675,150850841,44555625,6675,84413511,22274475
6676,151237201,44568976,6676,83670167,22281150
6677,151918235,44582329,6677,84470598,22287826
6678,151264220,44595684,6678,83810859,22294503
6679,151415757,44609041,6679,84516716,22301181
6680,151129650,44622400,6680,83947428,22307860
6681,151435843,44635761,6681,83914441,22314540
6682,152156110,44649124,6682,83874553,22321221
6683,151398627,44662489,6683,83872468,22327903
6684,151913856,44675856,6684,84358661,22334586
6685,151520794,44689225,6685,84146716,22341270
6686,152065536,44702596,6686,84295392,22347955
6687,151867905,44715969,6687,85224093,22354641
6688,152273369,44729344,6688,85470615,22361328
6689,151791240,44742721,6689,84307007,22368016
6690,152230874,44756100,6690,84135649,22374705
6691,151908381,44769481,6691,84262005,22381395
6692,153726422,44782864,6692,85084480,22388086
6693,151820357,44796249,6693,84637514,22394778
6694,151827004,44809636,6694,85537605,22401471
6695,152158843,44823025,6695,84166180,22408165
6696,153450313,44836416,6696,85088033,22414860
6697,152289045,44849809,6697,84430114,22421556
6698,152218874,44863204,6698,85060139,22428253
6699,152527752,44876601,6699,84340025,22434951
6700,152185917,44890000,6700,84333680,22441650
6701,152667475,44903401,6701,84514409,22448350
6702,152266879,44916804,6702,84495377,22455051
6703,152896947,44930209,6703,84762179,22461753
6704,152262503,44943616,6704,84561681,22468456
6705,153338776,44957025,6705,84817139,22475160
6706,152798871,44970436,6706,84584614,22481865
6707,153099287,44983849,6707,85105908,22488571
6708,152461347,44997264,6708,84742970,22495278
6709,154688606,45010681,6709,84661768,22501986
6710,152417897,45024100,6710,85067292,22508695
6711,153488048,45037521,6711,84816286,22515405
6712,152778478,45050944,6712,84896218,22522116
6713,152691507,45064369,6713,85672367,22528828
6714,152734258,45077796,6714,84838486,22535541
6715,153033752,45091225,6715,85350048,22542255
6716,153563443,45104656,6716,84752120,22548970
6717,153149855,45118089,6717,85638692,22555686
6718,152927451,45131524,6718,84878602,22562403
6719,153040120,45144961,6719,84900845,22569121
6720,153999147,45158400,6720,84946758,22575840
6721,154367452,45171841,6721,84860512,22582560
6722,153717393,45185284,6722,85110672,22589281
6723,153218445,45198729,6723,85769591,22596003
6724,153016969,45212176,6724,85268359,22602726
6725,153320828,45225625,6725,85064515,22609450
6726,153908327,45239076,6726,85080995,22616175
6727,153733838,45252529,6727,85226664,22622901
6728,153997237,45265984,6728,85417218,22629628
6729,153300909,45279441,6729,85253414,22636356
6730,154567519,45292900,6730,85183952,22643085
6731,153566466,45306361,6731,85266036,22649815
6732,154552892,45319824,6732,87692960,22656546
6733,154404491,45333289,6733,88046448,22663278
6734,153901312,45346756,6734,87985852,22670011
6735,153774483,45360225,6735,88016984,22676745
6736,153814361,45373696,6736,88396499,22683480
6737,154737899,45387169,6737,87893822,22690216
